,temperature_00,wind_direction_00,wind_speed_00,temperature_08,wind_direction_08,wind_speed_08,temperature_16,wind_direction_16,wind_speed_16,power
2014-01-26,6.9055304209391215,91.71344,4.912381,9.556980323791505,106.0032,8.299004,10.743736584981283,104.853516,8.184499,3759.6787
2014-01-27,8.03978544871012,108.93645,7.6264014,9.592172304789228,108.84803,9.603784,9.568319829305004,116.60594,8.543624,5566.962
2014-01-28,7.676205126444489,106.84709,11.35793,8.029412651062016,100.22134,11.724144,9.152784474690735,106.64708,8.877589,7919.0864
2014-01-29,7.863877741495759,104.57346,9.496021,8.697901471455895,99.796394,8.736665,9.49502360026041,114.60007,5.8524637,4892.268
2014-01-30,6.607561238606767,112.84995,4.8169913,8.114306831359865,110.06836,6.2552395,9.611783727010083,108.68275,10.313693,3958.8335
2014-01-31,8.268443552652982,101.13201,10.724946,8.448182996114099,106.36616,8.316132,8.07638308207192,106.109276,3.041168,4764.0337
2014-02-01,5.628720410664882,143.59737,2.5378373,7.970105934143068,104.090385,6.911855,9.446348253885885,104.49625,8.758665,3051.636
2014-02-02,8.085928726196277,100.908394,11.582592,8.446572558085128,99.3254,10.056017,9.44762643178302,102.42526,7.1700735,6666.423
2014-02-03,7.399623998006174,100.94222,6.1088223,9.07454586029053,101.74385,4.990073,11.180021286010742,100.390114,5.8392854,1881.9429
2014-02-04,11.640763282775879,97.75351,10.503927,14.110264778137207,97.559875,10.794713,16.162323633829754,100.206055,9.541908,7909.0234
2014-02-05,14.717522303263346,96.66398,10.403028,15.843961397806803,97.78769,9.700411,15.265621185302734,147.81552,3.999757,5407.9297
2014-02-06,9.677962176005034,213.42828,1.45444,10.044384256998699,302.4751,2.0000331,11.541319211324057,254.74142,2.1467254,218.39355
2014-02-07,8.788580894470215,209.44504,2.9515302,9.7381591796875,154.70909,5.093696,8.428599294026675,248.85555,4.7786474,1297.9486
2014-02-08,4.4390317281087315,232.52994,1.7922808,7.451634534200036,104.57215,6.126353,8.66267477671305,152.32423,5.311344,1611.8904
2014-02-09,7.47960599263508,241.15059,3.0832965,8.043897946675619,186.51823,2.0864651,9.75467751820882,250.59138,2.6124876,390.55054
2014-02-10,9.030484771728515,124.4086,5.0689507,9.622024536132812,107.85086,7.9686613,9.521559651692693,225.45717,3.1379313,2261.4124
2014-02-11,8.13287296295165,277.7218,4.7564955,7.7712062199910505,251.68181,9.707631,6.52165018717447,266.4251,8.051469,4486.3257
2014-02-12,3.7174715677897203,234.19423,1.8016306,7.348992919921879,124.27854,3.382757,7.216313171386709,260.21057,3.5790188,533.2012
2014-02-13,3.826874224344896,283.35074,2.9630094,6.417272313435876,162.94418,0.8174349,7.188880666096993,280.58072,3.4762607,368.94788
2014-02-14,3.9853892008463614,191.03917,1.107538,6.449360402425133,168.23933,2.0186207,7.132988611857087,310.50952,3.9090338,328.49637
2014-02-15,7.116270001729333,288.20193,6.191404,10.389891624450684,256.06735,9.824605,10.767470359802237,255.41985,8.589004,5068.382
2014-02-16,8.017650159200022,272.6029,4.938941,10.158633422851564,298.57904,2.312519,11.72977383931478,194.0505,2.331771,639.01025
2014-02-17,8.481863403320302,95.468185,7.8297215,11.883121935526532,99.474495,7.716141,12.737208048502604,250.09618,3.546558,3374.898
2014-02-18,8.268359629313139,257.2218,9.3811245,7.489179738362629,224.73009,4.373239,6.457037544250479,161.16626,5.030077,3271.9924
2014-02-19,3.022058296203619,173.61159,2.7856793,6.092767461140954,141.4298,2.9656732,7.915092150370263,291.44815,5.028996,808.28894
2014-02-20,4.544806289672859,294.22757,7.428404,5.7649026234944705,294.01038,9.345428,7.834371884663888,253.63272,11.425192,5766.0615
2014-02-21,5.375078328450528,251.8921,5.6956797,3.966985193888352,109.28163,1.635306,3.408641942342129,221.19933,1.7928938,1087.7776
2014-02-22,3.009966341654465,280.71182,2.5924652,3.645094362894699,279.14987,5.1878915,1.733491388956714,260.7956,7.125224,1814.597
2014-02-23,-1.0919579188028985,276.57397,4.6379337,0.5346760431925436,295.63583,3.7117717,3.8826905568440835,236.65497,4.452148,1106.6455
2014-02-24,3.1089338938395232,34.420803,1.5698533,6.327636210123697,111.50959,1.7404745,4.491690444946298,170.28784,4.529108,843.9674
2014-02-25,4.35372873942058,247.0875,5.3918266,4.765209007263191,243.29794,13.100372,2.1472379048665435,270.79065,7.098059,5240.7734
2014-02-26,0.38498032887776695,248.69228,2.3970063,2.342784690856935,189.68182,2.944868,1.927327601114916,280.86792,6.402643,1472.3583
2014-02-27,-1.5549340565999288,104.24192,4.028405,1.7404023488362634,155.45833,3.1836462,0.018219439188640718,281.99506,4.6740794,928.69354
2014-02-28,-1.0723026911417657,276.43967,4.8320494,2.0276341120402033,262.21063,7.0018616,3.091473070780442,251.77031,11.127269,4505.589
2014-03-01,2.742830721537277,252.23405,10.111744,4.496025212605798,278.0308,7.075093,6.2056542714436835,253.83318,10.307587,6353.3374
2014-03-02,4.6832639058431065,277.36554,5.4119177,5.457594045003261,312.18167,2.4608366,6.7742116928100495,289.09085,4.63484,1034.032
2014-03-03,5.21518942515056,153.27599,5.025491,9.10902811686198,105.79746,11.31521,10.676671346028646,109.546074,12.011173,6494.137
2014-03-04,8.319808769226062,101.70644,9.571285,10.542684618632,103.57449,7.484613,11.951806704203287,226.14323,3.177887,3896.2554
2014-03-05,8.339238166809082,248.38434,1.0107334,11.133710225423178,119.27377,2.9642837,11.46863530476888,311.7298,2.5089889,296.5315
2014-03-06,8.059882291158027,171.71696,1.7587415,10.63802858988444,90.722824,4.568201,11.997621536254883,262.2649,2.1399264,570.93317
2014-03-07,8.932511901855458,280.13705,2.182372,8.506031990051273,314.06955,3.6533973,8.308120473225893,256.81213,10.007544,2736.4111
2014-03-08,2.9382865905761775,275.1388,3.916081,6.456419372558597,133.3801,1.2708108,9.556967798868795,297.72742,5.0560136,1000.33234
2014-03-09,7.9370601654052635,303.20575,4.710701,7.675793139139809,275.85803,2.2439492,8.140922101338688,304.20218,2.7475035,555.0526
2014-03-10,6.758180427551264,209.77106,1.9792233,9.368909962972007,138.4311,3.380497,12.41500727335612,278.04373,1.3444859,377.14426
2014-03-11,8.321355183919271,160.52493,2.9931095,14.014986038208008,95.32941,5.4229927,17.37704308827718,280.7117,2.4786074,1125.3137
2014-03-12,12.041625022888184,307.30838,2.2817714,14.99732526143392,304.02084,2.9664736,17.138004938761394,269.94223,6.669934,1172.0646
2014-03-13,9.69576327006022,276.07736,5.325081,12.247393862406412,309.56534,2.5099525,15.493183135986328,291.4549,4.647439,888.75665
2014-03-14,9.314581553141275,282.64954,5.346135,11.406054687500001,312.07123,2.7925313,11.621707407633464,196.06787,4.8015556,1026.854
2014-03-15,8.482995478312162,159.0989,4.7226267,12.73070723215739,103.86561,8.043327,15.704486846923828,109.94436,5.3833804,2628.556
2014-03-16,10.929786364237467,112.079956,6.1381164,15.446988741556803,100.87424,5.697198,18.54539744059245,275.5418,3.2500954,1728.4171
2014-03-17,11.173343658447266,292.03653,3.8348508,14.389489809672037,296.18555,3.0736141,17.112070083618164,268.15497,6.972105,1363.819
2014-03-18,9.556406339009603,284.61572,4.40112,12.190121142069499,285.9574,1.8367199,14.130290667215982,276.75006,7.416815,1658.1215
2014-03-19,8.082475153605133,294.90656,3.5760374,10.024367396036785,307.0948,3.0787213,10.668087895711261,256.59418,10.238643,3091.842
2014-03-20,8.399246978759752,266.28592,7.0821075,8.185739644368494,271.75412,6.666511,7.4797683080037265,264.6405,6.125399,3006.8328
2014-03-21,2.722631899515793,70.01477,3.976713,7.294626998901371,115.75211,7.700349,9.729681714375795,72.73703,5.617544,2466.2722
2014-03-22,8.271743392944336,109.74692,7.8480473,12.32119878133138,108.64493,5.114032,14.22664483388265,222.30089,3.0314837,2328.7114
2014-03-23,8.368443107604968,238.66331,2.038925,12.777174758911135,106.35781,3.943065,15.575842221577963,210.04395,4.2035956,696.08813
2014-03-24,10.880191802978516,266.96613,1.1031945,14.170320828755697,234.62979,2.501395,15.809743245442709,273.7872,8.4942,2099.2336
2014-03-25,9.494803428649902,311.5391,6.3012776,9.711642901102701,287.16507,5.982966,10.71395282745361,275.59256,7.3046165,2694.6226
2014-03-26,6.060134379069011,286.4104,2.7365186,7.617085838317877,220.35304,6.399005,7.197466150919585,254.28432,11.46353,4036.992
2014-03-27,2.9713883082072012,268.47855,7.2712665,5.113687642415369,294.194,4.592485,6.754198519388822,327.25323,6.9409614,3175.7988
2014-03-28,0.6343833287556951,232.44997,2.1557512,6.58497091929118,104.80521,5.1801696,8.612177340189596,59.343067,7.1652727,1974.1531
2014-03-29,8.72621860504149,111.55612,12.454656,11.402790260314942,101.16912,11.53213,14.31348959604899,106.252,6.717115,6972.2524
2014-03-30,8.926105181376139,116.635376,2.102622,13.204908688863119,197.7945,2.1822317,15.500898361206055,270.70102,7.489474,1567.003
2014-03-31,10.10485585530599,282.88412,5.4100156,12.45336945851644,265.20483,9.029416,12.619446754455566,254.7053,9.005995,4667.156
2014-04-01,8.333720779418933,281.87646,5.218705,9.94760233561198,294.94666,5.708235,9.976359113057441,283.318,7.1025887,2289.8567
2014-04-02,3.590906588236498,317.666,3.4987175,7.064706039428714,125.802986,2.3917058,10.617430051167789,134.33228,3.0816453,418.52042
2014-04-03,8.09760265350341,103.01536,6.3842907,12.63315461476644,123.76535,4.9301233,15.37956682840983,284.59518,5.7737727,2277.177
2014-04-04,8.499642054239908,291.99927,4.148279,12.706303278605143,305.4321,3.1239128,15.591188748677572,269.14597,4.6968255,784.8194
2014-04-05,9.194714228312174,166.58029,2.6772919,15.657714207967123,103.90214,7.1161456,19.38542874654134,234.31859,2.5639613,1450.5747
2014-04-06,12.327597618103027,288.17612,2.9575195,17.36133607228597,183.3473,1.1788735,19.515169461568195,282.6035,5.953064,1031.2455
2014-04-07,11.929823875427246,241.6475,2.6273477,10.997606913248697,293.39722,4.9629188,11.702505175272622,257.72314,9.681622,3340.3445
2014-04-08,6.263891347249348,252.26257,2.5486588,10.081574567159016,194.01146,2.6366901,12.294220034281407,300.9958,7.5542808,1949.1449
2014-04-09,8.558254877726222,257.18665,10.31949,8.26149686177572,274.32513,8.287381,8.42909844716388,284.89722,7.352523,5558.8174
2014-04-10,3.9822764078776127,271.35257,3.9176114,7.284383455912274,107.49491,2.7371287,10.296659469604492,142.7176,3.16388,507.4533
2014-04-11,7.888184865315741,252.31412,3.2933357,8.292856534322107,163.44359,6.0761266,7.139179039001452,258.43573,11.974473,4370.6147
2014-04-12,3.566848882039395,262.35995,5.9192224,6.094551277160647,296.60928,3.018053,8.577825228373193,210.6276,3.3515787,1026.9338
2014-04-13,5.2628518422444746,110.10137,4.271805,10.175843874613443,151.72821,4.766837,13.092222213745117,296.4329,6.954087,2180.747
2014-04-14,8.426615969339993,314.2983,6.0536475,7.639882787068685,299.99564,4.0930014,7.866413942972804,287.37,4.2445498,1327.2333
2014-04-15,2.97542203267416,161.45294,2.6565206,7.379955355326338,74.15025,5.2031918,9.604988288879381,37.034683,8.0425205,2467.0913
2014-04-16,8.754123433430976,104.74991,7.47835,11.858237139383952,165.39067,4.1976666,14.319842020670572,275.10162,6.8869658,2833.7139
2014-04-17,6.987161509195951,264.38074,7.0463696,7.746482912699381,271.24152,6.9582033,7.273856099446603,276.55255,10.309931,4828.8433
2014-04-18,3.4085068384806383,260.79202,7.739707,6.384578386942546,276.3979,6.4270988,7.104594802856433,272.78638,5.3541374,3079.3865
2014-04-19,3.2360157648722385,292.89044,2.8408973,5.397246805826828,187.8877,1.4202098,7.449261728922512,193.30412,2.3990417,300.96368
2014-04-20,3.63557033538819,117.503944,3.9114006,8.089093017578127,108.54986,2.6617107,10.75218499501546,290.77658,5.4956627,924.9665
2014-04-21,8.372575251261381,308.1786,4.578268,7.211750793457033,221.21712,2.207494,8.377232233683253,282.74252,1.636949,456.846
2014-04-22,7.2367109934488845,300.91754,2.4017878,7.75840078989665,305.57227,3.9620576,8.91247412363687,271.73993,5.535797,864.00854
2014-04-23,5.812688000996911,181.36484,3.0552254,9.88639742533366,99.63286,4.391798,14.28132692972819,229.13223,2.3089726,737.063
2014-04-24,9.072306950887034,282.3613,4.6305614,12.658998235066733,302.43622,4.211783,15.441127141316732,292.8485,5.269109,1074.7971
2014-04-25,8.611495844523105,273.99057,4.8220096,10.832783126831055,307.09665,4.4113503,11.46534538269043,149.97528,6.250968,1675.835
2014-04-26,7.371729850769036,73.84256,3.96082,11.668780136108397,108.59758,4.408956,15.003500938415527,147.39795,4.386035,996.7733
2014-04-27,9.133047739664713,98.05085,4.7057667,16.700929641723633,135.2104,4.3454924,19.13181273142497,289.38376,4.235629,1282.7886
2014-04-28,11.674590110778809,284.0252,2.861729,16.935153325398762,178.43425,1.7614545,19.719254811604817,323.4595,4.1731973,490.59857
2014-04-29,12.900113423665365,282.7925,4.6463666,16.796213150024414,293.11444,4.8253865,17.29875310262044,270.75546,8.062466,2225.3408
2014-04-30,8.86031697591144,276.3136,5.6731257,12.43711001078288,311.13196,4.2927694,15.298273086547852,280.02188,7.5546427,2147.2905
2014-05-01,8.411300595601388,278.28915,6.5177026,9.214344660441085,298.4908,3.5579488,11.294116973876953,268.8257,7.3904305,2684.994
2014-05-02,8.012257893880195,300.26544,5.3797746,8.401876640319825,259.68475,9.935614,8.178399531046532,254.49995,11.168684,5883.3643
2014-05-03,3.3830287933349688,297.98737,5.299005,6.721422322591148,295.4719,4.2902756,8.648174921671531,274.22266,5.6369877,1816.005
2014-05-04,5.835641034444175,259.8524,2.5975056,7.706021054585778,318.0958,3.0870275,8.668556022644031,308.63696,4.094565,546.5243
2014-05-05,3.75207341512045,109.41767,3.7794116,8.796005312601727,83.58605,4.8153453,11.727691205342602,10.310142,8.943023,2823.2834
2014-05-06,9.176403109232572,54.9045,4.7349033,15.396873792012533,110.031906,5.048736,17.717937469482422,29.452707,5.475468,1486.171
2014-05-07,14.481663703918457,99.882774,7.0242515,18.894269307454426,110.4792,11.004433,22.748623847961426,99.22936,7.415584,5387.026
2014-05-08,16.055795669555664,105.83709,4.4451904,21.555888493855793,190.0553,2.9978094,21.843520800272625,182.08963,6.073559,1463.5413
2014-05-09,12.982887268066406,114.05504,1.7969798,18.15499750773112,164.5183,1.8539006,18.469048500061035,259.9329,4.789878,647.1089
2014-05-10,11.182500521341959,296.1125,2.5531795,15.960321108500162,307.38083,3.6033983,18.322719891866047,296.83517,5.1678247,800.134
2014-05-11,11.517786026000977,254.67801,1.9207416,16.902380625406902,199.90141,1.6480073,18.11144797007243,277.2546,6.8653464,1284.9148
2014-05-12,9.066303571065268,278.3081,5.3969617,12.668815104166667,290.07016,6.5384088,12.228717358907057,214.04625,6.165259,2212.858
2014-05-13,6.776797739664708,114.81631,4.3703365,12.038683319091797,108.979965,4.7848206,15.193003018697103,27.118261,5.883779,1606.927
2014-05-14,12.790107409159342,109.58857,8.731719,18.16089916229248,104.797585,10.426319,21.88870112101237,124.01941,4.1049666,4915.7603
2014-05-15,13.338526407877604,166.41588,0.9629162,20.077013333638508,179.66048,2.1800702,20.23589833577474,289.5912,5.5101957,847.1214
2014-05-16,11.202424685160318,352.76413,5.407888,16.500887235005695,328.59146,3.2606084,17.50451405843099,270.34085,5.93903,1490.2576
2014-05-17,10.687713940938314,286.957,4.375052,15.91914971669515,302.12845,4.573682,18.10559844970703,308.23065,5.809322,1184.2773
2014-05-18,10.77878506978353,280.8971,4.807596,15.679770787556967,293.14752,5.6453943,16.95647080739339,269.08972,9.299317,3256.7957
2014-05-19,8.353471755981445,274.03653,5.8385487,13.340816497802734,291.7072,5.425767,15.526312828063965,288.78973,6.567688,2091.3848
2014-05-20,10.04713083902994,260.29785,6.673671,12.111028289794922,283.4274,6.786483,11.700531005859375,251.33363,9.145082,4073.8188
2014-05-21,6.073440170288085,169.1023,6.8137593,10.115479596455891,106.711044,4.1242514,11.926735305786124,18.370453,6.1558566,2343.1233
2014-05-22,6.185596911112467,75.828575,3.939052,11.154444758097332,91.29588,5.086405,14.317164103190104,34.748848,7.9444876,2510.2324
2014-05-23,10.352130889892578,111.55415,7.1081557,15.387533187866211,106.893456,6.7338605,18.42611090342204,144.41074,3.8035164,2670.3462
2014-05-24,11.723523139953613,227.70418,1.9569932,18.200706481933594,128.23555,2.92723,20.674189885457356,268.72794,4.329581,483.02496
2014-05-25,14.236366589864096,250.07729,2.4744127,19.502490679423016,210.53365,2.296902,20.8713862101237,201.78227,5.345803,835.6227
2014-05-26,13.656472524007162,298.63486,2.2640717,19.75558090209961,196.3126,1.4490533,21.610969225565594,300.39413,5.8873568,908.12134
2014-05-27,13.718277931213379,283.79074,4.148214,15.673417091369629,351.4283,5.5555153,14.700348218282064,111.689285,8.461199,2695.5972
2014-05-28,8.698442014058434,76.29706,6.0893016,15.095649719238281,107.2744,8.138016,19.754061381022137,79.11989,5.5097384,3014.4993
2014-05-29,17.09500535329183,112.044075,10.268155,20.83353328704834,102.78688,8.250828,24.210008939107258,261.07986,3.9547603,4505.9
2014-05-30,15.609269777933756,282.79843,3.304322,21.736135482788086,305.81894,1.5859106,24.157085100809734,288.8179,4.379412,545.01404
2014-05-31,16.46775499979655,282.4977,3.6846375,22.21924940745036,303.8931,2.4844275,24.3653777440389,265.40775,4.706646,614.4647
2014-06-01,17.21092637379964,287.16974,2.027301,22.942957560221355,304.25122,2.6868439,23.395507494608562,232.6516,5.4008465,817.12195
2014-06-02,15.776124954223633,215.75673,2.5230935,21.655465761820476,305.6172,2.8524678,23.64263852437337,278.667,6.1265583,956.9779
2014-06-03,16.460158348083496,286.10123,4.2331448,20.628992398579914,301.23373,3.7685914,22.23559061686198,271.05557,8.168621,2183.4507
2014-06-04,16.92699146270752,280.47772,5.583226,16.251577695210774,299.90567,5.4272747,15.44162368774414,268.38165,8.381078,2852.5977
2014-06-05,10.555785497029623,253.47615,8.583655,11.28096866607666,270.10016,7.6094356,10.770094172159823,282.9679,10.262782,5762.2603
2014-06-06,6.285737800598141,258.49908,6.8859735,8.909493382771812,289.7163,4.3420224,10.284362093607584,294.5704,3.172752,1481.9117
2014-06-07,6.527006594340001,211.79709,2.6144361,11.196627807617189,106.259384,4.090083,14.748709360758463,18.027775,4.824901,836.5675
2014-06-08,8.305865605672201,111.60529,3.0613177,16.48403485616048,171.70857,3.4237897,19.584870020548504,295.08423,5.1386304,814.6936
2014-06-09,12.824979464213053,275.61032,5.4103684,16.7800079981486,298.96475,5.3810625,18.0549373626709,276.3085,8.553647,2832.508
2014-06-10,12.645307540893555,295.4474,6.2648854,15.51235326131185,289.6906,6.5855103,15.334861437479654,269.9802,5.8654284,2394.8176
2014-06-11,8.440824000040676,244.57397,3.8330145,14.104652659098306,182.4203,2.624144,16.0936377843221,221.27432,6.1307607,1119.0801
2014-06-12,8.679386774698893,220.1255,2.1749141,17.161672910054524,160.30124,2.000632,20.51815064748128,300.30573,4.092265,479.62738
2014-06-13,13.689888954162598,305.369,2.9684937,19.8448387781779,299.4185,1.5766865,20.492675463358562,197.89888,5.6796436,853.3519
2014-06-14,12.49923292795817,253.47551,3.4594278,19.405217170715332,193.53326,3.2217553,20.763862291971844,270.82504,5.39088,1052.4939
2014-06-15,13.552597363789877,263.32626,2.5970597,19.988308588663738,204.10544,2.6163433,21.611382802327473,275.24872,5.716029,905.8723
2014-06-16,12.72936757405599,254.04536,5.664983,16.7716064453125,237.04036,5.849836,16.211511929829914,95.60988,8.453627,3127.4392
2014-06-17,8.389966710408524,80.01779,5.2247834,15.641622543334961,95.36557,5.0745535,17.758819580078125,19.690226,7.236273,2513.6387
2014-06-18,10.56654421488444,89.37117,3.6945279,19.04850959777832,91.14717,4.155219,21.40261395772298,8.758671,6.0654683,1181.3231
2014-06-19,15.894297281901041,94.023895,4.4717073,23.637211799621582,214.8053,3.6032245,24.239829381306965,263.3085,7.1017046,1751.8066
2014-06-20,15.0954008102417,286.9652,3.7397807,20.38233470916748,311.43274,3.767452,21.02755864461263,267.53143,7.908865,1850.4575
2014-06-21,11.714845339457193,288.51752,5.2652593,18.518585522969563,299.32147,4.388623,20.551705360412598,263.33978,8.241806,2435.4023
2014-06-22,11.949464480082193,278.0351,5.5213284,17.237390836079914,291.13614,4.9476566,17.523186365763348,299.39905,6.766122,2238.0063
2014-06-23,8.649899355570463,333.24188,3.1256683,15.17878646850586,299.1609,3.4347327,16.597217559814453,298.96097,5.980853,1388.5435
2014-06-24,8.43154741923013,300.50275,2.5507712,13.790734163920085,304.40417,3.2969718,15.00002670288086,207.84462,6.226615,1232.1909
2014-06-25,8.525177192687979,68.11964,5.497565,15.748734792073568,104.33731,6.7324977,20.296302795410156,32.54746,4.48063,1973.2493
2014-06-26,13.274596214294434,134.69392,3.5676005,22.18747329711914,187.07869,4.12073,22.835242589314777,260.93445,7.940462,2016.2803
2014-06-27,13.78258228302002,280.91376,5.173651,19.143757502237957,299.50626,3.7549922,21.484915097554524,261.39307,9.499781,2981.3809
2014-06-28,13.397083282470703,280.61972,5.762296,17.153998057047527,290.14523,6.6100397,17.8278382619222,263.81534,9.385881,3887.3303
2014-06-29,11.830737431844076,300.21848,7.1328893,15.139509836832682,273.2441,7.983931,16.89740530649821,282.05115,7.729512,4121.0127
2014-06-30,9.18922233581543,267.85474,1.9178196,17.283137321472168,226.42627,2.208821,20.668066660563152,267.48407,7.1871967,1352.7975
2014-07-01,12.090264638264975,280.44675,5.491973,17.887671152750652,296.27457,4.305723,20.38465976715088,263.58316,8.372776,2579.9485
2014-07-02,14.201854387919107,267.27686,6.078229,17.904651006062824,302.9741,4.556903,21.298470497131348,280.3815,5.8491354,1628.8173
2014-07-03,14.008410453796387,283.6954,3.4506915,21.393494923909504,276.32227,1.3099694,24.539116859436035,241.88089,5.3059525,883.81085
2014-07-04,18.105764706929524,242.49379,3.4192173,25.933058102925617,175.34613,3.436278,27.162046750386555,120.35062,6.236616,1184.8102
2014-07-05,21.450088500976562,60.48017,3.2740486,28.10532283782959,182.44391,3.2540014,27.428989092508953,161.6378,6.9753575,1505.7972
2014-07-06,20.93997033437093,94.10135,3.3396301,26.831288655598957,128.1803,3.9262085,26.052034378051758,192.82622,6.251771,1389.0819
2014-07-07,19.74346129099528,72.120544,4.594287,24.285431226094563,299.98438,4.752065,23.1491912206014,52.730064,7.8570585,2389.6199
2014-07-08,16.954310099283855,74.67164,4.0362983,24.539461453755695,78.70018,4.108087,25.48595428466797,8.91657,6.2694416,1516.447
2014-07-09,19.076591809590656,55.654198,2.8529956,27.069695790608723,120.07787,3.2800343,28.959136962890625,335.1603,5.2788754,729.8414
2014-07-10,26.517847061157227,162.09677,10.851932,28.347408612569172,275.22372,2.605183,30.07049496968587,231.67026,6.6282773,2945.6523
2014-07-11,22.34499518076579,96.76319,5.3813944,24.854404131571453,192.81236,4.3141546,21.645309448242188,239.38606,3.285096,1103.9172
2014-07-12,17.622314771016438,105.638336,4.5471764,22.981396675109863,252.83762,2.509016,24.325965245564777,285.0491,4.7571864,708.5072
2014-07-13,15.784303983052572,285.80603,3.0463634,21.608112970987957,301.54504,2.7848387,24.263972600301106,276.11417,5.404373,701.2277
2014-07-14,18.56743812561035,279.64294,4.255093,22.47114022572835,304.77017,3.1087625,23.63589096069336,282.6973,7.906948,1889.4723
2014-07-15,16.6302588780721,269.87433,6.9201016,20.39833641052246,293.70267,5.096585,22.402576128641766,266.68668,7.563018,2761.4546
2014-07-16,14.632649103800455,282.82782,4.8131695,19.879865964253742,301.15775,4.4466596,21.94808228810628,258.3008,8.736131,2473.6306
2014-07-17,16.144044876098633,266.91516,6.2504,18.348005612691242,288.5855,5.4736137,18.36420440673828,260.88165,5.659974,1867.9261
2014-07-18,13.36457633972168,281.68167,3.9800801,15.156266212463379,290.26736,4.9858103,16.207658131917317,262.9588,8.766721,2756.2883
2014-07-19,8.644728978474935,297.33398,4.9865613,14.169466972351074,286.5117,2.772765,16.966504732767742,285.4686,5.157207,1028.9983
2014-07-20,10.56358528137207,288.28845,4.717849,16.893287976582844,282.4839,7.006377,18.860223452250164,263.5546,8.244714,3132.7366
2014-07-21,12.969989458719889,301.88474,4.8643336,18.43403689066569,304.15164,4.734777,20.9441401163737,284.74695,7.7309823,2265.1572
